DATA_HORA;PLACA;TIPO;PONTO;CAM_POSICAO
01/09/2021 17:39;e07c98eb5b14d0d132ca3adfdf58baa7d62e98ca99602accc785a8e1d7fae6f9;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 17:39;de18715b3b8545006b0e062100ecad9c9e1a3329fc4fdefc92fc8f6f3d98b390;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 17:39;f6fac0b450b9e6ecf20215a464dddb42eb820197e57042dfeab1c98e87df010e;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 17:40;479f542c2a82082b2261e3b40a2ea1a6b094cfe1f6cc254f7e555001dacda990;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 17:40;5c1d10149becbd092095a34ff9bcefa28eb442de3cb339d64e33c3d132b24ece;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 17:40;25e998090e3258ad7c26d0a3df7021c3a98781873bc02e1923e5421a020f59da;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 17:41;a72bbaecf94936df064aced345c70dbce09aeed137020eb13fbb933672aa228a;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 17:41;f2c684595022b4e8482ef8efb9dfc8dd36a83db0d293ebd06ce4acd987172f0d;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 17:42;ba53f3df298aac80119048160ac9b4b9553be2afa4932cd7e9b14eb4051f5bbf;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 17:43;f0c7403883287e9ff9690ba35a06a889229c9ab7aa3281f01d624252cacc3ffb;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 17:44;c5c7c46bdd0e4f8853ab31161da60f0e07375c498d5eef2c982889f26bdb3af7;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 17:44;5d3fd9e24a056bb058a937bd2961fab99f0a442011cf36d3469b1e003f90ff5a;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 17:45;6df03f980757408cb244715bdc6dc913b637610aa14919222468ce4ef8432c1b;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 17:45;0dd9c13039c54d23c0c07179f9f548dd5998d5f990c2fb30377f12b013b0d0f5;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 17:48;9fe22ee46f71a5e3e66c127878a2ec21b85eb48cadec195809a3dbfa744a1949;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 17:48;8c427fd194061cad9f7f1268e98c3ec15ed0c8353dbf8caee9e03b22dfe069bc;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 17:48;ac591233bffeff1615265162e871746eec9df4d9a9b0f472cdc06821b8e4cebf;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 17:49;e913efc17b13ad4c78a67f690adac4079de9de1c63912f411be1600046c33dc3;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 17:49;908ccca3203d2c4f55376f5c8fbaa18076ad9bd594b83b168f43a3339a8c30bb;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 17:49;4303e50f564c6d8e5c2caa44e217b12c30ec05288f64fb88041985888d7663a0;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 17:49;421d9681013af8e99b17e10f93d982837101934776ed2a0699c8283255b14db3;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 17:50;713c0c557fc21fcc853f3cdbb7c5bb088a54bd816d51b54444f7d756272d0fb2;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 17:51;d05e99ffe518f73ac06fb122cb1de70063813b564d1f1b272f8b14add43a1700;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 17:51;ac10cbaa15c2f0b8695a0a63571665729627e2a602ebda89e7fd15b5c0937760;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 17:54;ae423770db86edb2746e22dfaa5f5c96896c04e3aaa0c99520925102084198f1;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 17:57;96dda1f8a6afd5f7b2b7b9e5c37a6bc337b5e10416194f9bc0e8e49975c2f365;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 17:58;608ddb4f700a087871af0e7ba867ba25b56532de9fc6857feddc800691e7338f;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 17:58;7a1ddf04e76172e1f4093d41e8a4fb86c584973fc4bb5146589b8ebe2eb2e253;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 18:00;6c3ac764d4af5d54350f82f56b8530718b2405801b29bf2ba7dfe262786a7e1f;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 18:01;8a0887128dc01682a694e7454810af78ae8659ab1d60ae8fd2e396831a708763;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 18:02;4690a31e6c4c56cce6a7b20cfa1efba1a87096f59909776ac01a44789e7162f4;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 18:03;d4bde58abb08788b74b8c4d6bca400c02029b63164fdd2cc4754826bdab36423;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 18:04;b780686bfb2fdb2f252ef245bbd68ea5ce2f669e8dae82a4dc96b77bcce84896;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 18:04;2545547ebdaf6acb0b260034e94bfa4a2a12c2ed0dacb53ad1892c4e4df53514;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 18:04;64ceb2ce21fb85c3878bddc1c11d1081b53f16e429e08252699ebfe7b6783d37;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 18:05;5f0b7d631c00562324d79ea0635b5b94e0da015f876ceae9150b0e41c8879da8;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 18:14;19c7cf2ea075bcd24d43d2046287c2c56e1e419ca6316f6f813d1a8aeb93ff13;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 18:15;e4ad3311b5082244233c926af38dc42e2fdef992168e453f7624ac1bdd52df71;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 18:15;45d8180ffcec23f80997e0ab869f389f145bad42b46c2ac63ec5c204a18f1bc3;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 18:15;e926364aa66016b600c524680138459d6947678127e9b228fda552b794db7959;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 18:16;063b0d8291e5cc10a25385a014e3b09caaf59ed1ac0a0da6798178aa7a8709c8;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 18:17;49aff9813e8e7ff6c69332d9f8f862d2072d75c25d865ac7c6378f63012d730b;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 18:17;c285a1729b9e121df495d8eecd3c677ccf0864c7f45e214d24cd7d79990a9caa;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 18:17;2ab012001aea0c31f70829b92cfd2175eeb9a47a740a6d02a06d25f957131b72;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 18:17;9a1a4166de67e635d13699f768fd460568d81dd4e2b303092ed460d1ff20496d;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 18:18;dab4dba924071a34f3d67e2f152829cd34a6f804c3c18106ea558cd8f1d1b382;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 18:19;f56cfe4b5d0f1859c3f14db0a3bd69d3ddb2c3a73c68487381faba792c74b79f;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 18:20;4051d5249b9e8c476a1d08905757d90dd98019957b209edad28114c887932443;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 18:20;c55687eace7bbaed1800797a233c7d795d358482cdcf7c9bda00e7dda4f8ffb6;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 18:21;8f03ad4bb29cee56d6b7176a699290c00021bedf4569d54b8f4633111c169730;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 18:21;06749974ae25c2070607d8ab91ddcf006fa6f2d4a588e3bd49cd0bdaab6f8686;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 18:22;cc878af94d14e338730fc5412c559ca70dded4c194ef4772da6a0bc4379837ff;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 18:23;a3ec5540d1959be3b978edb8f3902f0285f39206ee7284bb6a5eb81b369e049d;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 18:24;0ae5b3a7881410755c641582eed9fc5b9ac7f826ea0e1d5df6bd9eb4a2455adc;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 18:24;a7fa407bd266d8240cfc29a1aa022ca64c473db9d5e0fe38aff5bff0b557164d;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 18:25;0778c866414f823be4286871c1d4990c3bc2d1aacafdc7f00fdcfb89d921fb93;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 18:25;cc9adb4f767dc383dfb72dd74c22a0255233f025de9f03f4fc197fcff104ef6d;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 18:26;52c6b66b3c75f453050ed64de27c0b243481a4da6b3414c710e70731eb63fe25;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 18:26;77b8a15b09e130b5156dce8bdb7625087d4d93f00a2807ad5888ab15b740ea01;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 18:26;1e66b5cbd559cac484c6e6d794f2a033f914f450587b478717ed2a97064280ba;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 18:27;1e66b5cbd559cac484c6e6d794f2a033f914f450587b478717ed2a97064280ba;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 18:28;f52654fef02d28fdd4a1dba3cd4a082daae640f02f549ffc9e58801be35fc5b6;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 18:29;995dede25d0298b1d73b69fd0b900da95ed07193d468a935b66ab1e8b80dc05d;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 18:29;6e99678bd6c8060c095f57ed81f675ef05f262c53e06ad68b0b59f2209b1b620;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 18:29;d3bffce46f9ac2888e230c4fa6dbd51d3ece1f4674d043b56b02628e1cad6932;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 18:29;dc1ed44350fe2a98d335e8ca9956204b7f195cdbce08dbbc5b6dc6ee19a922bc;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 18:30;389be7c6ff96fa721389d58033db9195b1fbaf0168b752a5ae6a63d248586d1a;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 18:30;f11f4fa65ecc0eac47fc631ad96d1b6efb375dc9b8a13efa1218167d9d71c897;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 18:31;f783b1a39ec6fae50f50906d481e61c8f5f107f837d6636ef43c42d35a6d855f;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 18:32;24e4efc747ff1fbffb1881627f7a8781619d8d200d1ba55698d58764b9ae4276;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 18:34;679d20506c6b0831d8d0a1aa3b7d132c6b7ee2a36d86cf4dd15e2e6d1a4d1920;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 18:36;07cb505fb5c73a1255b5a91cfeebaaec3b3d38f370c7fe035b9a58b2b03f91a7;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 18:56;2e38488d6250ba9fef63517dc39d00bc454be75aa8bd782cdaf074a4d7c8d140;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 18:56;2e38488d6250ba9fef63517dc39d00bc454be75aa8bd782cdaf074a4d7c8d140;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 18:57;cfaac59922ded6da3daa75dc51d504364eca380393a41bfd3a9b00f3f7b53d94;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 18:57;ee327c71421b30188ad33d9f95549941235c312e35c1d9f6e4bdb9c68ba7fae6;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 18:57;0e7ea63ef47d1c3a66b80ce391e6c69d5241db9623df05fd2858355312d570c1;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 18:57;7825fe33099d90e6abfd794ad3066b77d659804de4b3945ed9812f4be6a2c9db;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 18:57;fb211c6638a73b19c38a3eed94edb41f20c7aaa876fa9ee63d727dd889308c2b;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 18:57;8a9a77dda490d751f2d3eed1f2027e8710c75447be786e08825083bdd589172e;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 18:58;1ddebad6f0d8e26525a61be04bd0d9d4f65af82b46fc1c8908830150d475a3c2;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 18:59;b37e74c937e266d900080e7d7b7ce549f26f705482bb5e5f5469d776390a7357;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 18:59;4a9b197e7d4913dcaee6d05109b4c85ac61a3f6a99cc1d94af938704e7b339f8;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 18:59;36bb0ef933ae68b02c0affae4d7b3dea4a4cb435b1368f61e79c5b247e287dbd;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 19:01;389750178fee77014d00953ceeef7323e5a1139232e50d6e15f5849636d7099f;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 19:01;4ed600f062ed5787bb199e14a08f133e034d51b2811d4be738a5e9363702f99b;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 19:07;2c01345af4608b0c543904bb4166618eb7ad4baada1e9cfc1a5baf06842bcac6;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 19:07;5091be08f4aeb5f3f58c0148fbff3af320b28b66796e27b39592da93df02d193;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 19:11;19354718669d886caee374b8c200f0d012d5b17d4b9e3f9d697041792d527da3;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 19:14;e276d231d7506e8533bbd9165538130f6eb3757ab7e3e7292ba100c44b384ef8;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 19:55;cfaac59922ded6da3daa75dc51d504364eca380393a41bfd3a9b00f3f7b53d94;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 20:01;1f01be041abd67ae4ea9a29379d45d61ef5eae2c0d9cba2ae262a7ecb1bc0ac8;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 21:04;9723a82ee8b6096eed73272af9874894a4c939ec05fdb56fa5bbbfb7e14cb855;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 21:04;3f5dcaf9a4d60afa89d4dc9ecf579a7180c683d393aef4419229ac0e56769e11;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 21:10;fd16acbd49dc0be915a2ba1d5a6df03ce11b466d02507f5cc06999abe2c3084a;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 22:08;e4a5cf7162c8348210b6914660cd5d977e5538dd037170491966376e84ad39b9;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
01/09/2021 22:08;e4a5cf7162c8348210b6914660cd5d977e5538dd037170491966376e84ad39b9;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;TRASEIRA
01/09/2021 22:42;9146cabda0f1aa1ee4141fd2da81a90c9aac7d67fee2dd7ab5facdcd877c54fc;SAIDA;e7ee0472bed2613eb7db084f40e57bd081cc32642636935b81d5e14a099632b7;FRONTAL
